view_id,session_id,product_id,category,price
94,2067,313,Electronics,5999
95,1820,451,Fashion,2499
96,371,253,Home,999
97,2539,437,Electronics,499
98,3908,392,Electronics,999
99,2055,495,Electronics,499
100,2597,265,Home,5999
101,4467,371,Home,5999
102,1689,123,Home,3999
103,4853,214,Electronics,5999
104,3322,450,Fashion,499
105,1139,359,Beauty,499
106,2622,405,Fashion,5999
107,2729,463,Home,499
108,1166,325,Home,3999
109,1509,201,Home,3999
110,3842,230,Fashion,1499
111,4559,363,Fashion,499
112,4577,111,Home,999
113,4919,421,Beauty,2499
114,524,280,Beauty,1499
115,2259,448,Electronics,499
116,4340,260,Fashion,1499
117,239,213,Beauty,5999
118,1221,117,Home,5999
119,769,203,Fashion,5999
120,235,285,Electronics,499
121,2761,441,Electronics,499
122,4593,192,Fashion,1499
123,1520,400,Home,499
124,1904,242,Beauty,499
125,2235,242,Fashion,2499
126,936,400,Home,999
127,1269,199,Fashion,3999
128,819,161,Electronics,2499
129,3568,183,Fashion,3999
130,4118,375,Home,3999
131,2116,266,Home,999
132,2440,394,Electronics,2499
133,3388,228,Home,499
134,1089,463,Home,999
135,1828,166,Electronics,499
136,4825,146,Home,499
137,2589,473,Home,5999
138,2616,409,Fashion,499
139,1874,247,Fashion,499
140,4308,349,Fashion,2499
141,1774,236,Fashion,3999
142,200,194,Beauty,3999
143,178,337,Fashion,2499
144,931,383,Fashion,3999
145,3737,419,Fashion,5999
146,2037,134,Electronics,999
147,1486,395,Fashion,499
148,2092,480,Beauty,499
149,4264,457,Beauty,5999
150,2385,357,Beauty,499
151,4089,486,Home,1499
152,4682,369,Electronics,999
153,1916,454,Fashion,1499
154,16,423,Fashion,2499
155,2935,146,Home,1499
156,837,193,Electronics,3999
157,2158,281,Home,3999
158,1577,289,Beauty,999
159,306,150,Home,1499
160,2054,305,Electronics,1499
161,2891,403,Home,499
162,3345,432,Electronics,999
163,4457,224,Home,499
164,1209,311,Electronics,999
165,1859,468,Fashion,999
166,2704,365,Beauty,1499
167,1972,234,Electronics,5999
168,1114,471,Home,499
169,984,372,Home,2499
170,3311,377,Beauty,499
171,4002,414,Fashion,2499
172,2772,399,Fashion,3999
173,3153,366,Fashion,999
174,2163,397,Electronics,499
175,2128,378,Beauty,999
176,3640,473,Electronics,5999
177,4275,313,Electronics,499
178,561,161,Electronics,3999
179,1810,466,Electronics,499
180,4388,153,Home,3999
181,2933,437,Home,999
182,291,474,Home,1499
183,4638,464,Electronics,5999
184,1910,211,Fashion,2499
185,4690,368,Home,999
186,1429,423,Beauty,5999
187,948,206,Home,5999
188,2528,382,Electronics,1499
189,1349,470,Electronics,999
190,381,267,Electronics,999
191,1705,173,Home,499
192,310,335,Fashion,3999
193,3415,191,Electronics,3999
194,1499,184,Beauty,499
195,2895,471,Electronics,499
196,661,174,Fashion,999
197,3448,183,Fashion,3999
198,2274,344,Fashion,999
199,1498,327,Electronics,1499
200,2073,182,Beauty,1499
201,3437,493,Beauty,499
202,2143,114,Electronics,3999
203,4661,400,Home,1499
204,1606,280,Home,3999
205,4740,437,Beauty,3999
206,1432,362,Home,2499
207,1951,177,Home,1499
208,3923,328,Beauty,1499
209,459,332,Home,999
210,2949,129,Home,999
211,338,473,Electronics,5999
212,3944,254,Home,3999
213,2014,404,Beauty,499
214,4021,284,Electronics,999
215,345,456,Beauty,999
216,4672,354,Electronics,5999
217,943,268,Beauty,5999
218,346,180,Fashion,3999
219,3895,385,Electronics,5999
220,3320,309,Electronics,1499
221,3696,358,Electronics,999
222,325,136,Beauty,499
223,2139,385,Fashion,3999
224,4390,153,Electronics,1499
225,3613,468,Fashion,2499
226,524,311,Home,499
227,2898,441,Electronics,5999
228,3741,199,Home,1499
229,259,184,Electronics,3999
230,1111,312,Fashion,2499
231,821,490,Home,5999
232,2789,363,Beauty,5999
233,4665,185,Electronics,499
234,4605,162,Electronics,999
235,1564,291,Fashion,999
236,4621,192,Beauty,499
237,1208,352,Electronics,999
238,309,237,Home,3999
239,1840,148,Beauty,499
240,3353,220,Beauty,499
241,1384,138,Fashion,5999
242,2307,133,Home,999
243,1181,457,Home,5999
244,2473,365,Electronics,499
245,2687,108,Electronics,2499
246,2968,287,Beauty,499
247,4446,195,Beauty,999
248,961,232,Fashion,999
249,3457,262,Beauty,999
250,438,238,Fashion,999
251,456,397,Fashion,3999
252,3818,179,Home,999
253,1570,190,Home,2499
254,1104,355,Beauty,499
255,1619,247,Beauty,1499
256,3613,278,Home,1499
257,1513,356,Beauty,3999
258,4739,317,Home,1499
259,392,366,Electronics,999
260,2622,416,Beauty,1499
261,921,178,Fashion,2499
262,2458,266,Electronics,5999
263,3601,203,Electronics,999
264,4509,403,Beauty,1499
265,1789,437,Home,999
266,261,383,Fashion,3999
267,2014,444,Home,2499
268,1336,314,Beauty,499
269,335,174,Home,5999
270,2780,324,Beauty,999
271,804,435,Beauty,2499
272,2438,391,Fashion,3999
273,2808,442,Beauty,3999
274,941,169,Fashion,2499
275,3164,462,Electronics,1499
276,903,289,Home,2499
277,3433,205,Beauty,1499
278,1269,169,Home,1499
279,24,109,Home,2499
280,4653,313,Fashion,3999
281,2749,104,Home,499
282,2451,127,Home,499
283,1397,414,Home,2499
284,3358,492,Beauty,999
285,3905,340,Home,2499
286,2489,335,Electronics,499
287,3667,191,Fashion,5999
288,1758,417,Electronics,2499
289,4978,444,Fashion,5999
290,1879,462,Home,5999
291,2533,137,Fashion,5999
292,3515,318,Beauty,3999
293,3774,251,Beauty,499
294,2079,291,Electronics,499
295,4662,220,Beauty,499
296,2058,270,Home,3999
297,678,209,Electronics,499
298,4947,243,Electronics,999
299,2975,165,Electronics,499
300,285,421,Beauty,2499
301,2201,296,Fashion,999
302,4467,145,Beauty,1499
303,1841,248,Electronics,499
304,1879,159,Fashion,1499
305,1611,237,Electronics,1499
306,3963,189,Electronics,3999
307,4237,311,Fashion,2499
308,3160,268,Fashion,5999
309,3499,212,Electronics,2499
310,2132,440,Electronics,1499
311,3315,165,Beauty,3999
312,1379,401,Beauty,999
313,3078,217,Beauty,499
314,3015,324,Home,5999
315,3893,250,Electronics,999
316,1716,266,Beauty,499
317,453,194,Electronics,1499
318,342,359,Home,3999
319,393,358,Beauty,3999
320,1270,219,Beauty,5999
321,3051,173,Electronics,5999
322,4060,461,Electronics,2499
323,971,195,Fashion,5999
324,2206,391,Fashion,2499
325,4795,276,Beauty,999
326,166,126,Fashion,5999
327,255,408,Beauty,2499
328,302,404,Electronics,499
329,3104,310,Fashion,3999
330,3841,457,Beauty,3999
331,2557,356,Electronics,1499
332,1506,417,Beauty,1499
333,1257,304,Home,5999
334,2263,454,Fashion,5999
335,4341,165,Home,999
336,210,249,Electronics,1499
337,3794,266,Beauty,499
338,4522,319,Beauty,2499
339,3048,399,Electronics,2499
340,981,357,Home,999
341,2120,302,Beauty,2499
342,3746,339,Home,3999
343,178,414,Home,2499
344,1547,328,Home,1499
345,2035,255,Fashion,3999
346,299,317,Home,1499
347,2568,294,Fashion,1499
348,3567,369,Home,999
349,4040,115,Home,999
350,275,340,Fashion,3999
351,2996,351,Beauty,2499
352,53,150,Beauty,5999
353,1424,455,Electronics,5999
354,1628,127,Electronics,499
355,489,152,Beauty,2499
356,2355,407,Electronics,3999
357,417,215,Beauty,499
358,2557,108,Electronics,1499
359,921,110,Beauty,1499
360,1554,206,Fashion,499
361,2686,400,Electronics,1499
362,666,440,Fashion,2499
363,4102,357,Fashion,999
364,2470,281,Fashion,5999
365,1475,269,Fashion,2499
366,338,424,Fashion,1499
367,3160,238,Home,999
368,269,384,Fashion,2499
369,1088,210,Electronics,5999
370,1294,191,Fashion,1499
371,657,319,Electronics,2499
372,2829,104,Fashion,1499
373,3974,119,Electronics,3999
374,4958,200,Fashion,499
375,1337,394,Beauty,1499
376,2357,256,Home,5999
377,1668,482,Electronics,2499
378,1826,100,Electronics,5999
379,4031,311,Fashion,1499
380,1213,218,Electronics,1499
381,2769,484,Fashion,5999
382,4416,359,Home,2499
383,3059,498,Beauty,2499
384,445,274,Beauty,999
385,1398,233,Home,5999
386,4382,201,Fashion,5999
387,2219,484,Fashion,1499
388,3677,161,Home,3999
389,2311,488,Electronics,499
390,4041,153,Electronics,5999
391,3607,404,Electronics,1499
392,1828,106,Home,2499
393,3220,455,Beauty,999
394,4689,102,Beauty,1499
395,4512,431,Beauty,3999
396,2073,478,Fashion,2499
397,4190,434,Home,3999
398,2331,248,Electronics,3999
399,686,387,Beauty,5999
400,4959,111,Beauty,499
401,685,203,Beauty,499
402,2938,210,Fashion,5999
403,3712,362,Fashion,1499
404,341,272,Electronics,499
405,4700,194,Beauty,1499
406,734,420,Beauty,1499
407,1497,302,Beauty,5999
408,3894,144,Fashion,2499
409,2955,133,Electronics,2499
410,1132,310,Home,999
411,4636,494,Fashion,499
412,1733,324,Beauty,5999
413,3036,363,Electronics,999
414,2714,400,Electronics,5999
415,2480,325,Home,3999
416,1420,203,Beauty,1499
417,1990,320,Fashion,1499
418,4711,433,Fashion,2499
419,488,400,Fashion,3999
420,3820,222,Beauty,1499
421,1442,493,Beauty,1499
422,2391,321,Beauty,3999
423,1385,142,Fashion,3999
424,2157,309,Beauty,1499
425,4945,436,Beauty,3999
426,4397,110,Beauty,499
427,1392,315,Home,3999
428,4801,263,Home,999
429,3143,324,Beauty,999
430,269,324,Beauty,1499
431,3918,345,Fashion,1499
432,1525,245,Electronics,2499
433,478,290,Beauty,3999
434,4272,360,Fashion,999
435,239,386,Fashion,2499
436,610,115,Electronics,1499
437,4588,293,Fashion,5999
438,4425,108,Electronics,5999
439,3398,101,Beauty,499
440,4541,392,Home,3999
441,4538,183,Electronics,2499
442,4891,308,Beauty,499
443,1832,157,Beauty,5999
444,4987,438,Home,1499
445,1155,205,Fashion,999
446,1752,235,Electronics,2499
447,3599,407,Electronics,2499
448,2486,430,Fashion,1499
449,3339,176,Home,1499
450,2334,424,Electronics,999
451,4387,309,Electronics,999
452,4464,331,Fashion,999
453,4582,224,Beauty,499
454,168,279,Home,499
455,3543,389,Beauty,1499
456,4010,313,Beauty,2499
457,78,196,Fashion,499
458,2899,348,Electronics,1499
459,1109,320,Fashion,5999
460,892,112,Beauty,5999
461,4757,405,Fashion,499
462,1225,190,Home,999
463,4685,292,Beauty,5999
464,565,298,Beauty,1499
465,2860,359,Home,5999
466,302,163,Fashion,999
467,4390,429,Fashion,3999
468,109,331,Fashion,5999
469,2413,326,Electronics,2499
470,2648,266,Beauty,999
471,2726,350,Home,2499
472,3339,285,Beauty,1499
473,2141,348,Electronics,3999
474,4524,371,Beauty,2499
475,4734,439,Home,5999
476,3814,237,Home,499
477,4201,208,Beauty,5999
478,2257,417,Electronics,5999
479,3646,143,Beauty,1499
480,3060,441,Electronics,3999
481,2522,436,Fashion,499
482,3418,300,Home,499
483,12,477,Beauty,5999
484,4745,203,Home,3999
485,3267,488,Home,999
486,3146,219,Beauty,3999
487,875,489,Fashion,3999
488,2434,461,Home,3999
489,884,482,Home,2499
490,4651,127,Electronics,999
491,3986,206,Electronics,1499
492,1580,379,Fashion,499
493,3772,127,Beauty,5999
494,353,285,Home,2499
495,1507,294,Fashion,999
496,3488,245,Beauty,3999
497,2852,359,Electronics,5999
498,2030,459,Home,5999
499,1847,276,Home,2499
500,2391,227,Beauty,2499
501,4031,483,Fashion,499
502,3439,205,Home,1499
503,2384,451,Home,999
504,3368,482,Electronics,5999
505,4981,310,Fashion,5999
506,1466,448,Electronics,999
507,2152,421,Beauty,999
508,3484,413,Beauty,3999
509,574,110,Fashion,3999
510,775,466,Electronics,2499
511,3366,459,Beauty,5999
512,4339,420,Fashion,1499
513,3931,483,Beauty,499
514,2681,116,Home,5999
515,4961,469,Home,499
516,2221,435,Fashion,1499
517,1440,165,Beauty,999
518,714,473,Fashion,1499
519,576,212,Fashion,499
520,2982,231,Fashion,3999
521,70,170,Home,1499
522,3765,160,Fashion,2499
523,4939,413,Home,3999
524,2377,343,Home,2499
525,2206,408,Beauty,2499
526,918,104,Fashion,1499
527,2746,469,Beauty,2499
528,743,416,Home,5999
529,4151,120,Fashion,999
530,2534,285,Home,1499
531,1838,308,Fashion,499
532,1377,330,Fashion,999
533,410,113,Electronics,3999
534,3008,451,Beauty,1499
535,2953,178,Electronics,499
536,4243,281,Fashion,499
537,1680,177,Electronics,1499
538,1715,396,Home,999
539,1198,371,Fashion,5999
540,2338,150,Fashion,499
541,3217,356,Fashion,1499
542,2957,395,Electronics,1499
543,3194,117,Beauty,5999
544,27,389,Beauty,2499
545,3138,317,Beauty,1499
546,2974,199,Electronics,499
547,3166,248,Home,2499
548,1091,484,Electronics,499
549,250,254,Beauty,999
550,142,494,Electronics,999
551,267,475,Home,499
552,4311,201,Fashion,3999
553,489,214,Fashion,3999
554,496,369,Beauty,3999
555,480,191,Beauty,499
556,2691,120,Home,1499
557,4097,219,Electronics,2499
558,3081,118,Home,1499
559,4937,123,Home,5999
560,2428,125,Fashion,499
561,844,252,Electronics,5999
562,3216,400,Fashion,5999
563,3912,463,Fashion,1499
564,4078,301,Home,5999
565,2350,238,Fashion,999
566,650,379,Beauty,2499
567,1894,123,Beauty,499
568,2857,111,Fashion,2499
569,3251,234,Fashion,3999
570,2387,180,Electronics,3999
571,1726,454,Beauty,999
572,1355,169,Electronics,499
573,1294,303,Fashion,3999
574,3047,178,Beauty,2499
575,3259,378,Home,2499
576,2714,298,Home,999
577,404,478,Fashion,5999
578,3973,393,Electronics,3999
579,4033,384,Home,1499
580,1547,255,Home,3999
581,2607,175,Beauty,999
582,2826,318,Electronics,3999
583,1853,423,Electronics,499
584,4207,376,Home,999
585,813,364,Fashion,1499
586,3375,148,Home,2499
587,930,197,Electronics,3999
588,4982,392,Beauty,5999
589,4076,120,Electronics,2499
590,3324,122,Beauty,999
591,175,237,Beauty,2499
592,1364,329,Beauty,5999
593,2896,425,Electronics,5999
594,1038,456,Electronics,5999
595,3012,128,Fashion,5999
596,2091,414,Home,499
597,461,120,Electronics,5999
598,2753,441,Beauty,999
599,149,198,Electronics,999
600,4434,162,Electronics,3999
601,1134,401,Home,999
602,354,232,Electronics,499
603,1108,114,Beauty,3999
604,2603,204,Home,499
605,2114,210,Fashion,1499
606,4095,438,Beauty,3999
607,3686,435,Beauty,999
608,3207,210,Electronics,999
609,1110,462,Fashion,999
610,4180,442,Home,1499
611,1978,103,Fashion,499
612,227,251,Electronics,999
613,2940,141,Fashion,5999
614,1013,474,Beauty,2499
615,4116,125,Beauty,5999
616,3107,461,Fashion,999
617,3937,293,Fashion,3999
618,2803,459,Beauty,3999
619,1467,107,Fashion,2499
620,2989,172,Beauty,1499
621,270,177,Fashion,3999
622,3807,247,Home,1499
623,1532,421,Home,1499
624,304,167,Electronics,2499
625,4906,454,Beauty,3999
626,1933,282,Home,5999
627,2041,433,Beauty,999
628,4022,184,Home,5999
629,142,178,Electronics,5999
630,809,138,Beauty,5999
631,948,405,Home,1499
632,3952,119,Beauty,1499
633,3413,169,Electronics,3999
634,2293,255,Electronics,3999
635,766,216,Home,5999
636,2924,467,Fashion,2499
637,939,127,Electronics,499
638,2497,474,Fashion,5999
639,3563,197,Electronics,5999
640,1263,428,Home,499
641,543,250,Fashion,499
642,2680,463,Beauty,1499
643,2955,121,Electronics,2499
644,2932,360,Home,499
645,2782,159,Beauty,5999
646,4240,262,Fashion,3999
647,2992,213,Home,5999
648,2613,453,Beauty,1499
649,3649,295,Home,1499
650,1200,144,Fashion,5999
651,2118,212,Beauty,3999
652,2681,492,Electronics,2499
653,2849,278,Electronics,2499
654,4689,369,Home,499
655,4663,424,Electronics,3999
656,4787,469,Fashion,999
657,3682,155,Fashion,2499
658,3496,466,Beauty,499
659,665,446,Beauty,1499
660,4502,366,Beauty,2499
661,3163,214,Home,999
662,3366,456,Home,1499
663,1417,266,Fashion,1499
664,3109,453,Fashion,3999
665,517,214,Home,3999
666,850,179,Beauty,5999
667,1902,413,Home,2499
668,908,385,Beauty,999
669,316,422,Fashion,3999
670,3244,128,Beauty,499
671,1508,141,Home,1499
672,4123,218,Electronics,499
673,1519,161,Fashion,1499
674,4151,254,Fashion,499
675,1935,384,Home,1499
676,4345,288,Home,3999
677,1802,384,Fashion,499
678,2623,203,Home,2499
679,857,156,Beauty,2499
680,1877,410,Beauty,999
681,1526,471,Beauty,999
682,1417,271,Electronics,5999
683,3480,483,Home,999
684,3872,255,Beauty,499
685,1795,264,Fashion,1499
686,3066,432,Beauty,5999
687,2721,168,Beauty,999
688,4205,157,Home,3999
689,3677,306,Fashion,2499
690,353,184,Electronics,2499
691,3232,424,Fashion,3999
692,1428,200,Beauty,2499
693,2193,391,Electronics,499
694,1778,350,Electronics,3999
695,3537,319,Electronics,499
696,1117,259,Electronics,5999
697,2321,286,Electronics,2499
698,534,483,Home,3999
699,1218,186,Beauty,3999
700,2989,429,Electronics,5999
701,2229,448,Beauty,5999
702,1980,254,Home,5999
703,2077,454,Home,3999
704,532,379,Home,2499
705,3077,442,Fashion,2499
706,1945,422,Fashion,2499
707,4236,263,Electronics,999
708,3100,497,Home,999
709,4358,167,Fashion,1499
710,3830,461,Home,3999
711,4115,474,Fashion,2499
712,2585,387,Home,3999
713,1549,311,Fashion,5999
714,1489,219,Beauty,499
715,3660,284,Electronics,499
716,228,315,Electronics,2499
717,4472,229,Beauty,999
718,4832,177,Electronics,1499
719,4353,269,Home,999
720,4929,137,Electronics,3999
721,4797,154,Electronics,999
722,699,389,Fashion,2499
723,438,145,Fashion,5999
724,1685,270,Beauty,5999
725,2154,229,Fashion,999
726,4711,263,Beauty,499
727,2915,169,Electronics,2499
728,3218,391,Fashion,2499
729,960,168,Fashion,2499
730,1840,204,Electronics,999
731,278,153,Fashion,499
732,4221,467,Home,999
733,3757,462,Fashion,3999
734,1344,347,Home,5999
735,4771,408,Beauty,1499
736,715,472,Fashion,1499
737,1506,205,Fashion,5999
738,3922,448,Home,1499
739,2715,414,Electronics,5999
740,1348,196,Beauty,3999
741,2443,441,Beauty,3999
742,4869,126,Home,3999
743,3961,171,Electronics,499
744,1753,477,Fashion,2499
745,2506,284,Electronics,5999
746,1738,233,Electronics,3999
747,4170,273,Home,1499
748,1109,380,Electronics,5999
749,2680,197,Electronics,1499
750,1038,492,Home,5999
751,912,163,Electronics,5999
752,4890,212,Electronics,999
753,2097,164,Beauty,2499
754,3014,315,Home,3999
755,359,453,Home,2499
756,1077,389,Home,3999
757,2104,496,Electronics,1499
758,4975,414,Beauty,2499
759,3528,188,Beauty,2499
760,2303,346,Fashion,3999
761,4101,431,Home,3999
762,1605,248,Beauty,2499
763,1076,456,Beauty,5999
764,4049,465,Beauty,3999
765,329,339,Home,2499
766,3233,105,Electronics,999
767,3478,336,Fashion,2499
768,1003,464,Fashion,499
769,4879,366,Electronics,2499
770,577,435,Home,5999
771,327,337,Beauty,999
772,1528,238,Electronics,999
773,2822,264,Fashion,5999
774,1466,381,Home,1499
775,3226,284,Beauty,5999
776,2282,253,Fashion,1499
777,4748,205,Fashion,499
778,2381,248,Fashion,3999
779,495,284,Beauty,3999
780,1139,370,Fashion,999
781,2417,458,Home,999
782,1357,290,Home,1499
783,1154,262,Beauty,999
784,3250,494,Home,2499
785,2143,300,Electronics,2499
786,3389,205,Home,499
787,1125,314,Fashion,2499
788,802,423,Fashion,499
789,2043,319,Home,1499
790,208,444,Home,2499
791,2655,316,Beauty,499
792,473,128,Beauty,3999
793,1639,337,Electronics,499
794,136,163,Home,5999
795,4357,195,Electronics,2499
796,1171,253,Home,499
797,458,127,Electronics,5999
798,1437,439,Home,1499
799,3572,275,Home,999
800,2149,350,Home,3999
801,4243,293,Electronics,1499
802,4813,378,Fashion,3999
803,507,138,Beauty,3999
804,2606,168,Beauty,5999
805,2384,376,Electronics,499
806,446,219,Home,999
807,2782,185,Fashion,499
808,444,276,Electronics,499
809,118,193,Electronics,2499
810,1541,191,Beauty,499
811,2771,180,Beauty,999
812,567,440,Fashion,1499
813,3603,327,Home,5999
814,1937,482,Fashion,499
815,4184,187,Beauty,999
816,1653,449,Home,499
817,4572,227,Fashion,5999
818,4391,397,Electronics,3999
819,4816,289,Electronics,5999
820,4782,454,Electronics,499
821,2687,233,Home,2499
822,1204,235,Home,3999
823,2938,424,Beauty,999
824,406,139,Fashion,5999
825,3908,237,Home,499
826,4215,386,Home,3999
827,4080,355,Fashion,3999
828,313,385,Beauty,1499
829,163,184,Home,3999
830,1529,416,Fashion,5999
831,4389,126,Home,999
832,4786,329,Home,499
833,1566,390,Beauty,5999
834,4769,415,Electronics,3999
835,399,387,Home,999
836,3587,445,Beauty,1499
837,1048,231,Fashion,499
838,1943,190,Fashion,2499
839,3131,455,Electronics,3999
840,2797,328,Fashion,3999
841,240,126,Electronics,1499
842,2359,402,Home,999
843,672,489,Electronics,1499
844,2620,381,Home,999
845,2462,379,Fashion,499
846,3394,298,Electronics,3999
847,402,474,Beauty,2499
848,2107,399,Fashion,1499
849,4149,497,Fashion,5999
850,1088,496,Fashion,2499
851,1143,253,Fashion,2499
852,4382,398,Fashion,3999
853,2066,142,Beauty,3999
854,3909,421,Beauty,5999
855,4256,209,Beauty,2499
856,3960,210,Electronics,499
857,142,100,Fashion,5999
858,397,239,Electronics,2499
859,2628,465,Electronics,999
860,4630,277,Electronics,5999
861,1556,159,Fashion,999
862,2509,282,Fashion,999
863,4382,381,Electronics,999
864,1029,412,Fashion,1499
865,2177,495,Electronics,499
866,671,320,Fashion,1499
867,4595,488,Fashion,1499
868,1856,326,Electronics,999
869,3430,490,Beauty,499
870,2079,243,Fashion,499
871,2007,323,Electronics,2499
872,1689,151,Electronics,5999
873,4432,180,Fashion,1499
874,570,248,Fashion,5999
875,4695,126,Electronics,5999
876,1147,331,Electronics,499
877,3775,210,Electronics,3999
878,865,471,Home,5999
879,4901,178,Fashion,1499
880,4410,378,Home,5999
881,28,226,Electronics,499
882,1030,380,Home,3999
883,1997,494,Beauty,5999
884,1342,418,Electronics,3999
885,1249,440,Beauty,3999
886,2137,281,Home,999
887,2088,218,Beauty,2499
888,681,365,Home,5999
889,375,277,Fashion,5999
890,3370,300,Fashion,2499
891,3046,467,Home,499
892,2338,484,Electronics,499
893,806,169,Fashion,5999
894,3040,257,Home,5999
895,279,410,Electronics,2499
896,1406,197,Fashion,3999
897,788,304,Home,499
898,1333,185,Electronics,5999
899,4373,489,Electronics,999
900,3148,460,Home,999
901,2346,379,Beauty,2499
902,3450,184,Beauty,499
903,433,458,Beauty,499
904,1010,314,Beauty,5999
905,3850,232,Electronics,5999
906,317,490,Beauty,3999
907,4217,486,Home,499
908,1366,346,Electronics,2499
909,4400,240,Beauty,499
910,936,175,Home,5999
911,3519,489,Fashion,499
912,3788,197,Electronics,999
913,2769,402,Home,2499
914,496,154,Beauty,1499
915,3593,404,Home,2499
916,2233,358,Electronics,2499
917,4019,121,Fashion,5999
918,2936,134,Beauty,1499
919,4809,127,Home,5999
920,4446,269,Fashion,1499
921,2368,239,Electronics,999
922,2585,228,Beauty,3999
923,906,199,Fashion,2499
924,3228,472,Electronics,2499
925,1828,346,Beauty,2499
926,3723,122,Home,2499
927,2581,456,Fashion,999
928,4598,383,Electronics,2499
929,1516,212,Home,1499
930,4623,472,Beauty,1499
931,4807,296,Fashion,499
932,3004,263,Electronics,999
933,112,480,Fashion,499
934,1673,409,Home,2499
935,2303,155,Home,999
936,1651,109,Electronics,999
937,4396,232,Fashion,3999
938,2475,497,Fashion,3999
939,3996,251,Home,499
940,1891,290,Fashion,499
941,307,383,Fashion,1499
942,121,376,Fashion,1499
943,3102,342,Electronics,5999
944,1278,431,Home,5999
945,1428,375,Beauty,5999
946,3103,289,Electronics,1499
947,1186,214,Home,999
948,1456,451,Electronics,2499
949,1180,406,Beauty,499
950,1347,457,Electronics,1499
951,629,395,Electronics,999
952,1215,333,Beauty,3999
953,1962,440,Fashion,2499
954,2996,180,Home,3999
955,4613,292,Beauty,5999
956,4941,470,Electronics,3999
957,1548,463,Fashion,2499
958,4916,357,Electronics,999
959,2859,330,Fashion,3999
960,762,113,Electronics,999
961,2367,113,Home,3999
962,4207,143,Home,1499
963,1842,309,Electronics,5999
964,4903,139,Beauty,2499
965,1497,133,Electronics,499
966,3920,334,Electronics,2499
967,3089,420,Beauty,3999
968,1244,333,Beauty,3999
969,4583,373,Electronics,5999
970,4907,467,Fashion,1499
971,2044,389,Home,1499
972,3377,442,Fashion,2499
973,517,435,Beauty,499
974,835,328,Home,5999
975,624,479,Electronics,2499
976,1048,417,Home,499
977,1565,227,Electronics,999
978,3983,425,Electronics,3999
979,497,308,Beauty,999
980,2430,403,Fashion,2499
981,2264,179,Beauty,499
982,543,394,Beauty,499
983,916,275,Home,999
984,1802,332,Fashion,1499
985,3083,425,Fashion,1499
986,82,435,Fashion,5999
987,1180,364,Fashion,999
988,166,384,Home,1499
989,2256,217,Home,499
990,2072,265,Beauty,2499
991,807,417,Beauty,1499
992,2739,241,Fashion,5999
993,332,346,Beauty,499
994,3591,276,Home,5999
995,1535,398,Beauty,2499
996,181,443,Electronics,499
997,1317,363,Beauty,3999
998,1107,267,Home,2499
999,1590,124,Fashion,3999
1000,2487,290,Electronics,1499
